order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
3014319697,11218,2023-08-27 05:13:00,2023-08-27 05:11:00,-2,1.13,On Time,Null
102639985,25125,2023-08-27 07:12:00,2023-08-27 07:15:00,3,3.7,On Time,Traffic
4423613746,1185,2023-08-27 18:11:00,2023-08-27 18:20:00,9,1.54,Slightly Delayed,Traffic
3450790653,5694,2023-08-27 18:29:00,2023-08-27 18:27:00,-2,4.66,On Time,Null
4635228647,88768,2023-08-27 19:44:00,2023-08-27 19:48:00,4,1.4,On Time,Traffic
3717458742,97637,2023-08-27 23:58:00,2023-08-28 00:04:00,6,2.14,Slightly Delayed,Traffic
7927955136,68889,2023-08-28 00:07:00,2023-08-28 00:07:00,0,4.64,On Time,Null
8168056170,85462,2023-08-28 05:02:00,2023-08-28 05:16:00,14,0.57,Slightly Delayed,Traffic
6336460663,67600,2023-08-28 07:00:00,2023-08-28 07:10:00,10,1.81,Slightly Delayed,Traffic
4627342297,47725,2023-08-28 11:01:00,2023-08-28 11:06:00,5,2.44,On Time,Traffic
4579251445,63271,2023-08-28 15:48:00,2023-08-28 15:48:00,0,2.51,On Time,Null
1533583386,40902,2023-08-28 20:27:00,2023-08-28 20:24:00,-3,4.03,On Time,Null
8480910658,38062,2023-08-28 20:34:00,2023-08-28 20:39:00,5,2.11,On Time,Traffic
748376248,12777,2023-08-29 00:57:00,2023-08-29 00:53:00,-4,3.47,On Time,Null
6152984028,47844,2023-08-29 01:10:00,2023-08-29 01:16:00,6,0.7,Slightly Delayed,Traffic
6443285614,51921,2023-08-29 03:47:00,2023-08-29 03:48:00,1,0.51,On Time,Traffic
7669322773,58926,2023-08-29 13:20:00,2023-08-29 13:22:00,2,4.08,On Time,Traffic
8812220964,67129,2023-08-29 16:38:00,2023-08-29 16:43:00,5,3.5,On Time,Traffic
8031946454,89696,2023-08-29 21:07:00,2023-08-29 21:06:00,-1,2.72,On Time,Null
1380326453,81223,2023-08-29 21:11:00,2023-08-29 21:14:00,3,4.45,On Time,Traffic
3291765954,20788,2023-08-30 07:17:00,2023-08-30 07:22:00,5,0.79,On Time,Traffic
7281243151,3056,2023-08-30 10:03:00,2023-08-30 10:00:00,-3,4.15,On Time,Null
4726007482,36892,2023-08-30 12:07:00,2023-08-30 12:11:00,4,2.57,On Time,Traffic
6615188116,42073,2023-08-30 13:22:00,2023-08-30 13:27:00,5,3.51,On Time,Traffic
4393804577,20781,2023-08-30 13:54:00,2023-08-30 13:56:00,2,4.67,On Time,Traffic
9408428,76392,2023-08-30 13:54:00,2023-08-30 13:50:00,-4,2.17,On Time,Null
4455336265,64046,2023-08-30 19:47:00,2023-08-30 19:45:00,-2,0.76,On Time,Null
5382246981,18853,2023-08-30 22:08:00,2023-08-30 22:12:00,4,2.17,On Time,Traffic
5211751826,73273,2023-08-31 01:55:00,2023-08-31 02:06:00,11,0.53,Slightly Delayed,Traffic
6228958238,83846,2023-08-31 04:25:00,2023-08-31 04:52:00,27,1.54,Significantly Delayed,Traffic
3898421710,27328,2023-08-31 07:12:00,2023-08-31 07:18:00,6,4.58,Slightly Delayed,Traffic
3598180305,8123,2023-08-31 08:58:00,2023-08-31 08:56:00,-2,2.58,On Time,Null
2744509800,21797,2023-08-31 10:21:00,2023-08-31 10:22:00,1,0.78,On Time,Traffic
5610159677,19987,2023-08-31 12:41:00,2023-08-31 12:39:00,-2,2.26,On Time,Null
8629948751,57001,2023-08-31 15:08:00,2023-08-31 15:14:00,6,3,Slightly Delayed,Traffic
6418952352,27372,2023-08-31 16:04:00,2023-08-31 16:02:00,-2,2.95,On Time,Null
728523620,56472,2023-08-31 19:30:00,2023-08-31 19:33:00,3,2.89,On Time,Traffic
6834734512,76817,2023-08-31 23:28:00,2023-08-31 23:29:00,1,4.75,On Time,Traffic
9477050930,29995,2023-09-01 00:18:00,2023-09-01 00:21:00,3,3.92,On Time,Traffic
9453583714,39114,2023-09-01 04:29:00,2023-09-01 04:26:00,-3,2.23,On Time,Null
6074452586,11946,2023-09-01 08:46:00,2023-09-01 08:50:00,4,2.12,On Time,Traffic
6832610950,37323,2023-09-01 09:33:00,2023-09-01 09:57:00,24,1.51,Significantly Delayed,Traffic
9442274046,54659,2023-09-01 11:08:00,2023-09-01 11:14:00,6,2.71,Slightly Delayed,Traffic
8674211510,59298,2023-09-01 11:16:00,2023-09-01 11:18:00,2,3.58,On Time,Traffic
561884159,64474,2023-09-01 14:33:00,2023-09-01 14:37:00,4,3.3,On Time,Traffic
2056131802,36835,2023-09-02 05:12:00,2023-09-02 05:32:00,20,4.41,Significantly Delayed,Traffic
7307977336,93785,2023-09-02 09:01:00,2023-09-02 08:57:00,-4,1.74,On Time,Null
3793977529,52853,2023-09-02 19:22:00,2023-09-02 19:22:00,0,4.5,On Time,Null
1355164713,7902,2023-09-03 15:30:00,2023-09-03 15:31:00,1,2.79,On Time,Traffic
3604694195,6583,2023-09-03 16:41:00,2023-09-03 16:36:00,-5,0.64,On Time,Null
7906361274,44821,2023-09-03 18:52:00,2023-09-03 18:51:00,-1,1.97,On Time,Null
7770651576,65051,2023-09-04 00:28:00,2023-09-04 00:51:00,23,4.1,Significantly Delayed,Traffic
462189338,90802,2023-09-04 03:51:00,2023-09-04 03:46:00,-5,1.26,On Time,Null
7211194993,79267,2023-09-04 03:59:00,2023-09-04 03:59:00,0,1.51,On Time,Null
7525899857,98968,2023-09-04 04:31:00,2023-09-04 04:26:00,-5,1.75,On Time,Null
6018805430,39582,2023-09-04 07:37:00,2023-09-04 07:41:00,4,4.16,On Time,Traffic
633633688,41759,2023-09-04 11:38:00,2023-09-04 11:47:00,9,0.56,Slightly Delayed,Traffic
9684561720,53523,2023-09-04 11:52:00,2023-09-04 11:56:00,4,1.14,On Time,Traffic
1015708455,35032,2023-09-04 18:11:00,2023-09-04 18:19:00,8,2.74,Slightly Delayed,Traffic
6705171000,64847,2023-09-04 20:42:00,2023-09-04 20:42:00,0,4.31,On Time,Null
7616883530,75823,2023-09-05 02:03:00,2023-09-05 02:03:00,0,1.61,On Time,Null
1937188757,55848,2023-09-05 02:59:00,2023-09-05 03:04:00,5,4.83,On Time,Traffic
6392024503,10391,2023-09-05 03:05:00,2023-09-05 03:05:00,0,3.61,On Time,Null
4976389251,89142,2023-09-05 10:13:00,2023-09-05 10:08:00,-5,1.42,On Time,Null
8300546273,80645,2023-09-05 10:27:00,2023-09-05 10:29:00,2,1.58,On Time,Traffic
807183459,23145,2023-09-05 12:12:00,2023-09-05 12:18:00,6,1.27,Slightly Delayed,Traffic
4884845960,39010,2023-09-05 13:11:00,2023-09-05 13:07:00,-4,3.47,On Time,Null
47467466,60202,2023-09-05 17:04:00,2023-09-05 17:02:00,-2,3.41,On Time,Null
8621732366,87688,2023-09-05 18:46:00,2023-09-05 18:50:00,4,2.97,On Time,Traffic
7709693536,187,2023-09-05 19:56:00,2023-09-05 20:04:00,8,3.89,Slightly Delayed,Traffic
1969446314,93399,2023-09-05 20:05:00,2023-09-05 20:09:00,4,4.35,On Time,Traffic
9893439302,2306,2023-09-05 20:33:00,2023-09-05 20:29:00,-4,2.83,On Time,Null
739434870,55365,2023-09-05 23:22:00,2023-09-05 23:27:00,5,1.83,On Time,Traffic
6048604080,90276,2023-09-06 02:19:00,2023-09-06 02:16:00,-3,1.33,On Time,Null
4758632331,87979,2023-09-06 03:20:00,2023-09-06 03:47:00,27,4.89,Significantly Delayed,Traffic
3583522679,68563,2023-09-06 12:08:00,2023-09-06 12:09:00,1,0.96,On Time,Traffic
8524056436,33639,2023-09-06 13:57:00,2023-09-06 13:54:00,-3,3.93,On Time,Null
1716322448,66774,2023-09-06 16:23:00,2023-09-06 16:26:00,3,4.92,On Time,Traffic
2051769691,58157,2023-09-06 16:38:00,2023-09-06 16:33:00,-5,0.58,On Time,Null
9129957352,65283,2023-09-06 17:01:00,2023-09-06 17:05:00,4,1.25,On Time,Traffic
6821938492,78087,2023-09-06 17:03:00,2023-09-06 17:04:00,1,0.96,On Time,Traffic
1214757247,57089,2023-09-06 18:01:00,2023-09-06 17:58:00,-3,4.08,On Time,Null
5966726971,51902,2023-09-06 18:16:00,2023-09-06 18:21:00,5,0.96,On Time,Traffic
2182762247,8763,2023-09-06 20:47:00,2023-09-06 20:43:00,-4,2.61,On Time,Null
9658669384,38162,2023-09-06 21:41:00,2023-09-06 21:37:00,-4,2.18,On Time,Null
6211537502,99208,2023-09-06 23:24:00,2023-09-06 23:49:00,25,1.39,Significantly Delayed,Traffic
335575667,2018,2023-09-07 06:23:00,2023-09-07 06:24:00,1,3.15,On Time,Traffic
4817323453,73349,2023-09-07 06:51:00,2023-09-07 06:53:00,2,1.96,On Time,Traffic
5979489110,8681,2023-09-07 08:03:00,2023-09-07 08:05:00,2,1.9,On Time,Traffic
798088726,53764,2023-09-07 08:10:00,2023-09-07 08:16:00,6,1.51,Slightly Delayed,Traffic
1048784963,35552,2023-09-07 13:35:00,2023-09-07 13:30:00,-5,2.18,On Time,Null
8008211695,5891,2023-09-07 16:39:00,2023-09-07 16:41:00,2,2.15,On Time,Traffic
3167184563,86629,2023-09-07 17:28:00,2023-09-07 17:32:00,4,1.15,On Time,Traffic
1515943657,65345,2023-09-07 18:40:00,2023-09-07 18:44:00,4,2.85,On Time,Traffic
5879390688,87608,2023-09-07 19:48:00,2023-09-07 19:54:00,6,2.02,Slightly Delayed,Traffic
4142209897,6857,2023-09-07 20:15:00,2023-09-07 20:15:00,0,3.27,On Time,Null
1772464528,47913,2023-09-07 21:22:00,2023-09-07 21:23:00,1,2.23,On Time,Traffic
2895886759,67136,2023-09-07 22:39:00,2023-09-07 22:45:00,6,2.56,Slightly Delayed,Traffic
9554019312,24936,2023-09-08 02:10:00,2023-09-08 02:05:00,-5,3.54,On Time,Null
5853998391,23606,2023-09-08 02:58:00,2023-09-08 02:55:00,-3,4.67,On Time,Null
4264335652,66568,2023-09-08 06:41:00,2023-09-08 06:37:00,-4,2.57,On Time,Null
6637284724,30833,2023-09-08 10:44:00,2023-09-08 10:46:00,2,3.05,On Time,Traffic
9548480220,11612,2023-09-08 12:30:00,2023-09-08 12:33:00,3,4.19,On Time,Traffic
6986791144,75461,2023-09-08 14:34:00,2023-09-08 14:46:00,12,4.04,Slightly Delayed,Traffic
5819387689,54590,2023-09-08 18:24:00,2023-09-08 18:19:00,-5,3.89,On Time,Null
1884947290,96167,2023-09-09 01:48:00,2023-09-09 01:51:00,3,3.5,On Time,Traffic
1815462789,62423,2023-09-09 05:03:00,2023-09-09 05:15:00,12,2.81,Slightly Delayed,Traffic
3516204561,1455,2023-09-09 05:48:00,2023-09-09 05:48:00,0,1.81,On Time,Null
6138091203,27226,2023-09-09 06:11:00,2023-09-09 06:06:00,-5,4.3,On Time,Null
3834705841,78388,2023-09-09 07:38:00,2023-09-09 08:01:00,23,1.58,Significantly Delayed,Traffic
7013612817,74574,2023-09-09 08:28:00,2023-09-09 08:54:00,26,1.84,Significantly Delayed,Traffic
8255753870,87331,2023-09-09 08:35:00,2023-09-09 08:36:00,1,3.79,On Time,Traffic
9950986048,46130,2023-09-09 08:50:00,2023-09-09 08:53:00,3,3.9,On Time,Traffic
6133025410,11126,2023-09-09 09:19:00,2023-09-09 09:22:00,3,3.41,On Time,Traffic
484869710,41598,2023-09-09 12:05:00,2023-09-09 12:08:00,3,4.8,On Time,Traffic
5190202949,98623,2023-09-09 12:49:00,2023-09-09 13:01:00,12,1.62,Slightly Delayed,Traffic
6567129123,43806,2023-09-09 12:54:00,2023-09-09 12:59:00,5,4.66,On Time,Traffic
8311814996,15205,2023-09-09 13:21:00,2023-09-09 13:34:00,13,1.32,Slightly Delayed,Traffic
6454001692,28635,2023-09-09 17:30:00,2023-09-09 17:42:00,12,1.8,Slightly Delayed,Traffic
8865698939,63903,2023-09-09 19:31:00,2023-09-09 19:33:00,2,0.67,On Time,Traffic
2390111460,36389,2023-09-09 21:37:00,2023-09-09 21:42:00,5,4.29,On Time,Traffic
7614561036,12416,2023-09-10 06:13:00,2023-09-10 06:09:00,-4,1.58,On Time,Null
8617979440,58649,2023-09-10 11:59:00,2023-09-10 12:17:00,18,4.5,Significantly Delayed,Traffic
5250202756,20751,2023-09-10 12:07:00,2023-09-10 12:27:00,20,1.21,Significantly Delayed,Traffic
6593510732,32589,2023-09-10 14:05:00,2023-09-10 14:16:00,11,2.46,Slightly Delayed,Traffic
856799416,9261,2023-09-10 15:03:00,2023-09-10 15:05:00,2,2.31,On Time,Traffic
7180810221,59848,2023-09-10 16:58:00,2023-09-10 17:07:00,9,0.51,Slightly Delayed,Traffic
5288207551,64001,2023-09-10 19:09:00,2023-09-10 19:23:00,14,2.52,Slightly Delayed,Traffic
6160848562,3350,2023-09-10 19:57:00,2023-09-10 20:02:00,5,3.71,On Time,Traffic
3840910839,90827,2023-09-10 20:11:00,2023-09-10 20:24:00,13,0.84,Slightly Delayed,Traffic
9286199495,61907,2023-09-10 21:08:00,2023-09-10 21:10:00,2,2.57,On Time,Traffic
7229998672,32978,2023-09-10 21:17:00,2023-09-10 21:31:00,14,2.12,Slightly Delayed,Traffic
3355718103,84679,2023-09-10 22:54:00,2023-09-10 22:51:00,-3,1.81,On Time,Null
9280329883,44108,2023-09-10 23:19:00,2023-09-10 23:27:00,8,2.35,Slightly Delayed,Traffic
1368450162,96642,2023-09-11 00:16:00,2023-09-11 00:13:00,-3,1.92,On Time,Null
1239928207,32011,2023-09-11 00:47:00,2023-09-11 00:46:00,-1,3.82,On Time,Null
4476563699,60652,2023-09-11 02:47:00,2023-09-11 03:13:00,26,4.52,Significantly Delayed,Traffic
4865644960,11250,2023-09-11 08:59:00,2023-09-11 09:07:00,8,3.91,Slightly Delayed,Traffic
1815555165,3304,2023-09-11 12:01:00,2023-09-11 12:01:00,0,3.61,On Time,Null
3876260101,39494,2023-09-11 12:59:00,2023-09-11 12:57:00,-2,4.2,On Time,Null
580582858,23439,2023-09-11 17:58:00,2023-09-11 17:57:00,-1,4.39,On Time,Null
6270495384,10368,2023-09-11 22:57:00,2023-09-11 22:53:00,-4,4.21,On Time,Null
389558867,23492,2023-09-12 00:23:00,2023-09-12 00:24:00,1,2.8,On Time,Traffic
8684710720,45070,2023-09-12 02:37:00,2023-09-12 02:36:00,-1,3.27,On Time,Null
9391482926,36274,2023-09-12 03:18:00,2023-09-12 03:27:00,9,3.18,Slightly Delayed,Traffic
7178789018,53062,2023-09-12 09:09:00,2023-09-12 09:06:00,-3,3.9,On Time,Null
7175472728,95658,2023-09-12 12:01:00,2023-09-12 12:01:00,0,4.77,On Time,Null
2416717644,50707,2023-09-12 18:41:00,2023-09-12 18:47:00,6,0.62,Slightly Delayed,Traffic
9943996342,55860,2023-09-12 23:07:00,2023-09-12 23:08:00,1,1.53,On Time,Traffic
6109792602,97828,2023-09-13 02:16:00,2023-09-13 02:19:00,3,4.67,On Time,Traffic
7404052550,19555,2023-09-13 07:21:00,2023-09-13 07:18:00,-3,3.25,On Time,Null
3321951407,79598,2023-09-13 12:32:00,2023-09-13 12:29:00,-3,1.88,On Time,Null
1901688056,13115,2023-09-13 16:20:00,2023-09-13 16:20:00,0,4.41,On Time,Null
2885541999,97766,2023-09-13 22:27:00,2023-09-13 22:24:00,-3,0.83,On Time,Null
1696936610,10006,2023-09-13 23:46:00,2023-09-13 23:50:00,4,3.08,On Time,Traffic
7867573412,62986,2023-09-14 02:09:00,2023-09-14 02:29:00,20,2.24,Significantly Delayed,Traffic
2556317798,76160,2023-09-14 04:05:00,2023-09-14 04:03:00,-2,4.01,On Time,Null
4434816229,17469,2023-09-14 07:10:00,2023-09-14 07:05:00,-5,4.05,On Time,Null
5735975899,74786,2023-09-14 07:57:00,2023-09-14 07:59:00,2,1.19,On Time,Traffic
814260962,23195,2023-09-14 16:26:00,2023-09-14 16:24:00,-2,3.56,On Time,Null
1143489067,68548,2023-09-14 17:21:00,2023-09-14 17:18:00,-3,4.28,On Time,Null
4283973398,86156,2023-09-14 17:50:00,2023-09-14 17:52:00,2,1.41,On Time,Traffic
7658414712,65853,2023-09-14 18:08:00,2023-09-14 18:05:00,-3,0.69,On Time,Null
6872621077,42244,2023-09-14 18:29:00,2023-09-14 18:24:00,-5,3.42,On Time,Null
3952854723,76903,2023-09-15 02:54:00,2023-09-15 02:50:00,-4,1.39,On Time,Null
7485459856,77052,2023-09-15 07:22:00,2023-09-15 07:20:00,-2,2.58,On Time,Null
5440864021,56201,2023-09-15 07:52:00,2023-09-15 07:51:00,-1,3.98,On Time,Null
3643352219,94768,2023-09-15 09:53:00,2023-09-15 09:50:00,-3,4.43,On Time,Null
8183491568,48175,2023-09-15 14:05:00,2023-09-15 14:17:00,12,3.15,Slightly Delayed,Traffic
8980370750,29273,2023-09-15 15:04:00,2023-09-15 15:05:00,1,2.34,On Time,Traffic
6653543195,68173,2023-09-15 15:09:00,2023-09-15 15:20:00,11,2.42,Slightly Delayed,Traffic
6882280967,56116,2023-09-15 16:09:00,2023-09-15 16:11:00,2,1.14,On Time,Traffic
1768504415,59784,2023-09-15 19:59:00,2023-09-15 19:55:00,-4,3.46,On Time,Null
7032280048,41473,2023-09-15 22:32:00,2023-09-15 22:35:00,3,0.5,On Time,Traffic
1884314278,32462,2023-09-15 23:57:00,2023-09-16 00:01:00,4,1.27,On Time,Traffic
3261847147,86297,2023-09-16 03:48:00,2023-09-16 03:56:00,8,4.8,Slightly Delayed,Traffic
1454073903,31737,2023-09-16 09:09:00,2023-09-16 09:16:00,7,1.07,Slightly Delayed,Traffic
2817281674,83817,2023-09-16 13:39:00,2023-09-16 13:40:00,1,3.05,On Time,Traffic
4754258275,81493,2023-09-16 13:54:00,2023-09-16 13:52:00,-2,0.79,On Time,Null
3268455899,19152,2023-09-16 17:26:00,2023-09-16 17:26:00,0,1.82,On Time,Null
4906957374,2235,2023-09-16 20:06:00,2023-09-16 20:03:00,-3,0.79,On Time,Null
3872847781,45099,2023-09-16 20:55:00,2023-09-16 20:53:00,-2,3.03,On Time,Null
8789376461,70720,2023-09-17 01:18:00,2023-09-17 01:48:00,30,4.37,Significantly Delayed,Traffic
4788498083,64522,2023-09-17 03:09:00,2023-09-17 03:25:00,16,3.6,Significantly Delayed,Traffic
8992870838,81482,2023-09-17 06:36:00,2023-09-17 06:31:00,-5,4.64,On Time,Null
2145309969,30573,2023-09-17 17:01:00,2023-09-17 17:01:00,0,1.93,On Time,Null
7315949343,72063,2023-09-17 22:50:00,2023-09-17 22:49:00,-1,4.42,On Time,Null
2548452255,24605,2023-09-18 02:24:00,2023-09-18 02:45:00,21,1.7,Significantly Delayed,Traffic
5022936426,86251,2023-09-18 03:46:00,2023-09-18 03:41:00,-5,3.99,On Time,Null
5840290569,92356,2023-09-18 04:09:00,2023-09-18 04:08:00,-1,4.15,On Time,Null
7078912146,96685,2023-09-18 11:49:00,2023-09-18 11:44:00,-5,4.11,On Time,Null
5453475937,96220,2023-09-18 12:24:00,2023-09-18 12:23:00,-1,4.01,On Time,Null
7750915110,96593,2023-09-18 19:37:00,2023-09-18 19:44:00,7,3.28,Slightly Delayed,Traffic
4748284156,77950,2023-09-18 20:27:00,2023-09-18 20:25:00,-2,2.88,On Time,Null
5895445193,40476,2023-09-18 20:29:00,2023-09-18 20:36:00,7,4.33,Slightly Delayed,Traffic
6600422315,46137,2023-09-19 00:38:00,2023-09-19 00:41:00,3,0.94,On Time,Traffic
4864829217,25765,2023-09-19 05:23:00,2023-09-19 05:20:00,-3,3.51,On Time,Null
2480235830,58919,2023-09-19 05:54:00,2023-09-19 05:58:00,4,4.28,On Time,Traffic
4928556641,49069,2023-09-19 15:11:00,2023-09-19 15:18:00,7,4.28,Slightly Delayed,Traffic
7044351561,50051,2023-09-19 16:35:00,2023-09-19 16:34:00,-1,2.09,On Time,Null
2061768860,13006,2023-09-19 17:01:00,2023-09-19 17:09:00,8,4.71,Slightly Delayed,Traffic
233646065,56968,2023-09-19 22:43:00,2023-09-19 22:48:00,5,4.89,On Time,Traffic
282887897,79472,2023-09-19 23:36:00,2023-09-19 23:32:00,-4,4.01,On Time,Null
4873887251,769,2023-09-20 00:58:00,2023-09-20 01:01:00,3,2.77,On Time,Traffic
8326867788,56875,2023-09-20 01:25:00,2023-09-20 01:25:00,0,2.53,On Time,Null
7932057095,5226,2023-09-20 03:22:00,2023-09-20 03:18:00,-4,2.07,On Time,Null
293770293,80022,2023-09-20 05:57:00,2023-09-20 06:02:00,5,1.6,On Time,Traffic
4390795259,28675,2023-09-20 09:59:00,2023-09-20 09:55:00,-4,4.26,On Time,Null
9417710958,8300,2023-09-20 16:05:00,2023-09-20 16:01:00,-4,4.22,On Time,Null
9467422683,23501,2023-09-21 00:11:00,2023-09-21 00:10:00,-1,2.96,On Time,Null
332975964,69991,2023-09-21 01:52:00,2023-09-21 02:11:00,19,1.97,Significantly Delayed,Traffic
3063427913,24100,2023-09-21 02:34:00,2023-09-21 02:37:00,3,4.76,On Time,Traffic
2148246883,64363,2023-09-21 08:22:00,2023-09-21 08:23:00,1,3.85,On Time,Traffic
2497341976,42711,2023-09-21 09:19:00,2023-09-21 09:20:00,1,1.33,On Time,Traffic
5080943123,27168,2023-09-21 14:01:00,2023-09-21 14:22:00,21,0.6,Significantly Delayed,Traffic
8608459871,62412,2023-09-21 17:56:00,2023-09-21 17:58:00,2,1.29,On Time,Traffic
4434464045,84509,2023-09-22 00:21:00,2023-09-22 00:21:00,0,1.19,On Time,Null
2577990012,81801,2023-09-22 03:13:00,2023-09-22 03:13:00,0,3.35,On Time,Null
1577085460,52709,2023-09-22 10:11:00,2023-09-22 10:08:00,-3,2.54,On Time,Null
7611231659,1857,2023-09-22 12:21:00,2023-09-22 12:46:00,25,3.53,Significantly Delayed,Traffic
7353519273,49934,2023-09-22 13:15:00,2023-09-22 13:18:00,3,4.96,On Time,Traffic
9998297778,15629,2023-09-22 17:26:00,2023-09-22 17:27:00,1,4.71,On Time,Traffic
8375236356,8079,2023-09-22 19:02:00,2023-09-22 19:06:00,4,4.38,On Time,Traffic
5229336544,91261,2023-09-22 21:10:00,2023-09-22 21:16:00,6,1.08,Slightly Delayed,Traffic
2067729457,15319,2023-09-23 01:48:00,2023-09-23 01:47:00,-1,4.67,On Time,Null
3654462337,60908,2023-09-23 03:27:00,2023-09-23 03:36:00,9,1.46,Slightly Delayed,Traffic
6475582506,52304,2023-09-23 05:01:00,2023-09-23 05:05:00,4,2.09,On Time,Traffic
6047222755,19111,2023-09-23 06:59:00,2023-09-23 06:58:00,-1,2.63,On Time,Null
348782569,88218,2023-09-23 08:45:00,2023-09-23 08:56:00,11,2.5,Slightly Delayed,Traffic
2449548943,23429,2023-09-23 11:39:00,2023-09-23 11:53:00,14,3.28,Slightly Delayed,Traffic
7248479077,81690,2023-09-23 13:46:00,2023-09-23 13:49:00,3,2.23,On Time,Traffic
649220272,7867,2023-09-23 15:25:00,2023-09-23 15:24:00,-1,1.58,On Time,Null
609162117,81927,2023-09-23 16:14:00,2023-09-23 16:33:00,19,1.8,Significantly Delayed,Traffic
2543233800,76752,2023-09-23 17:31:00,2023-09-23 17:43:00,12,4.12,Slightly Delayed,Traffic
8943211530,24417,2023-09-23 18:28:00,2023-09-23 18:32:00,4,2.35,On Time,Traffic
3377313085,83445,2023-09-23 23:34:00,2023-09-23 23:41:00,7,1.26,Slightly Delayed,Traffic
7388146343,94498,2023-09-24 11:58:00,2023-09-24 12:11:00,13,4.5,Slightly Delayed,Traffic
8026892264,34461,2023-09-24 14:25:00,2023-09-24 14:29:00,4,2.11,On Time,Traffic
1265254177,16267,2023-09-24 14:29:00,2023-09-24 14:27:00,-2,3.55,On Time,Null
1922667245,44104,2023-09-24 16:43:00,2023-09-24 16:44:00,1,4.19,On Time,Traffic
7347109009,50972,2023-09-24 19:42:00,2023-09-24 19:51:00,9,3.04,Slightly Delayed,Traffic
891333736,92557,2023-09-24 20:28:00,2023-09-24 20:57:00,29,3.22,Significantly Delayed,Traffic
8565257085,74770,2023-09-24 21:04:00,2023-09-24 21:00:00,-4,1.9,On Time,Null
3423328091,87845,2023-09-24 21:54:00,2023-09-24 21:52:00,-2,3.65,On Time,Null
884327245,68768,2023-09-25 00:29:00,2023-09-25 00:35:00,6,3.13,Slightly Delayed,Traffic
3349267712,58986,2023-09-25 01:10:00,2023-09-25 01:20:00,10,2.46,Slightly Delayed,Traffic
5905518100,87502,2023-09-25 06:47:00,2023-09-25 06:51:00,4,3.99,On Time,Traffic
6367306297,66042,2023-09-25 11:33:00,2023-09-25 11:29:00,-4,3.58,On Time,Null
6949810049,68356,2023-09-25 13:36:00,2023-09-25 13:35:00,-1,4.59,On Time,Null
6304586678,36388,2023-09-25 15:25:00,2023-09-25 15:24:00,-1,4.28,On Time,Null
9411813703,32773,2023-09-25 23:11:00,2023-09-25 23:16:00,5,0.65,On Time,Traffic
7769253886,34392,2023-09-25 23:50:00,2023-09-25 23:55:00,5,3.06,On Time,Traffic
1204084245,55802,2023-09-26 01:48:00,2023-09-26 02:04:00,16,4.5,Significantly Delayed,Traffic
8023626961,50594,2023-09-26 01:50:00,2023-09-26 01:59:00,9,1.49,Slightly Delayed,Traffic
394578210,91958,2023-09-26 05:33:00,2023-09-26 05:38:00,5,0.68,On Time,Traffic
554028972,2944,2023-09-26 08:00:00,2023-09-26 08:04:00,4,1.92,On Time,Traffic
4610687284,4338,2023-09-26 10:48:00,2023-09-26 10:53:00,5,4.69,On Time,Traffic
3082649585,79821,2023-09-26 18:20:00,2023-09-26 18:22:00,2,0.67,On Time,Traffic
7712604853,645,2023-09-26 23:48:00,2023-09-26 23:50:00,2,1.48,On Time,Traffic
1469556300,47985,2023-09-26 23:55:00,2023-09-26 23:52:00,-3,3.95,On Time,Null
1370661468,83004,2023-09-27 02:20:00,2023-09-27 02:24:00,4,3.11,On Time,Traffic
259772553,96120,2023-09-27 02:25:00,2023-09-27 02:23:00,-2,3.1,On Time,Null
935645101,22930,2023-09-27 02:44:00,2023-09-27 03:14:00,30,0.92,Significantly Delayed,Traffic
1715175070,81041,2023-09-27 05:03:00,2023-09-27 05:25:00,22,1.99,Significantly Delayed,Traffic
1635083835,52328,2023-09-27 09:01:00,2023-09-27 09:16:00,15,2.2,Slightly Delayed,Traffic
614274161,22704,2023-09-27 09:22:00,2023-09-27 09:25:00,3,2.57,On Time,Traffic
8875605037,16915,2023-09-27 10:16:00,2023-09-27 10:20:00,4,1.78,On Time,Traffic
6735917931,99298,2023-09-27 12:25:00,2023-09-27 12:24:00,-1,4.98,On Time,Null
1239385001,73973,2023-09-27 14:15:00,2023-09-27 14:17:00,2,3.3,On Time,Traffic
6798589010,91875,2023-09-27 15:29:00,2023-09-27 15:38:00,9,3.82,Slightly Delayed,Traffic
1829286278,39836,2023-09-27 17:32:00,2023-09-27 17:34:00,2,1.89,On Time,Traffic
222955546,69541,2023-09-27 19:02:00,2023-09-27 19:24:00,22,1.31,Significantly Delayed,Traffic
6251716165,11366,2023-09-27 21:50:00,2023-09-27 22:01:00,11,4.49,Slightly Delayed,Traffic
7744686996,4886,2023-09-27 21:55:00,2023-09-27 22:17:00,22,1.95,Significantly Delayed,Traffic
5236345617,34945,2023-09-28 01:57:00,2023-09-28 01:57:00,0,2.36,On Time,Null
8047899303,48899,2023-09-28 02:00:00,2023-09-28 02:00:00,0,0.93,On Time,Null
9517765444,20603,2023-09-28 05:02:00,2023-09-28 04:59:00,-3,1.26,On Time,Null
4252164097,11104,2023-09-28 07:16:00,2023-09-28 07:24:00,8,4.88,Slightly Delayed,Traffic
7067630786,25395,2023-09-28 08:16:00,2023-09-28 08:12:00,-4,0.97,On Time,Null
6814658453,75027,2023-09-28 11:41:00,2023-09-28 11:37:00,-4,1.31,On Time,Null
